College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST,district
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",AM,Computer Science And Engineering (Ai And Machine Learning),150.5,137,0,128,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",BM,Bio Medical Engineering,120.5,0,0,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",BT,Bio Technology,114,0,0,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CB,Computer Science And Bussiness System,145.5,132,144.5,114.5,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CD,Computer Science And Design,142,130,140,115,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CE,Civil  Engineering,127,116.5,0,102.5,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CH,Chemical  Engineering,0,0,0,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CI,Computer Science And Engineering (Internet Of Things),141,130,139.5,99,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",CS,Computer Science And Engineering,158.5,146.5,147.5,129,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",EC,Electronics And Communication Engineering,148,134.5,143.5,115.5,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",EE,Electrical And Electronics Engineering,130.5,122,128.5,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",IT,Information Technology,151,140.5,146.5,126.5,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",ME,Mechanical Engineering,119,104.5,113.5,0,0,0,0,Virudhunagar
4917,"Sethu Institute Of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",SC,Computer Science And Engineering (Cyber Security),147.5,133.5,144,122,0,0,0,Virudhunagar
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",AU,Automobile Engineering,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",CH,Chemical  Engineering,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",FD,Food Technology,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",IT,Information Technology,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",MD,Medical Electronics,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",PC,Petro Chemical Technology,0,0,0,0,0,0,0,Kanyakumari
4925,"Sun College Of Engineering And Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",PH,Pharmaceutical Technology,0,0,0,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",AU,Automobile Engineering,0,0,0,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",CS,Computer Science And Engineering,113.5,0,86,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanyakumari
4927,"Maria College Of Engineering And Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",AD,Artificial Intelligence And Data Science,134.5,105,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",CS,Computer Science And Engineering,137,108,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",EC,Electronics And Communication Engineering,105,0,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanyakumari
4928,"Mar Ephraem College Of Engineering And Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",ME,Mechanical Engineering,105.5,0,0,0,0,0,0,Kanyakumari
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Nagercoil
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",CE,Civil  Engineering,0,0,0,0,0,0,0,Nagercoil
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Nagercoil
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Nagercoil
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Nagercoil
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari District, Nagercoil-629304.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Nagercoil
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",AD,Artificial Intelligence And Data Science,141.5,0,96,0,0,0,112.5,Thoothukudi
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",CE,Civil  Engineering,0,0,0,0,0,0,0,Thoothukudi
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",CS,Computer Science And Engineering,145.5,103,138,0,0,0,0,Thoothukudi
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",EC,Electronics And Communication Engineering,126,101.5,0,0,0,0,0,Thoothukudi
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Thoothukudi
4931,"Grace College Of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Thoothukudi
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",AE,Aeronautical Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",BM,Bio Medical Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",IT,Information Technology,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanyakumari
4932,"Immanuel Arasar Jj College Of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",RM,Robotics And Automation,0,0,0,0,0,0,0,Kanyakumari
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",AD,Artificial Intelligence And Data Science,122,0,0,0,0,0,0,Tuticorin
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",CS,Computer Science And Engineering,118.5,0,0,0,0,0,0,Tuticorin
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",EC,Electronics And Communication Engineering,124,0,118.5,0,98,0,0,Tuticorin
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",EE,Electrical And Electronics Engineering,105.5,0,0,0,0,0,0,Tuticorin
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",ME,Mechanical Engineering,106.5,0,0,0,0,0,0,Tuticorin
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",AD,Artificial Intelligence And Data Science,145,0,134,101,0,0,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",BM,Bio Medical Engineering,131,0,0,0,0,0,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",CS,Computer Science And Engineering,128,0,84.5,0,0,0,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",EC,Electronics And Communication Engineering,122,0,0,0,0,94,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",IT,Information Technology,105.5,0,0,0,0,0,0,Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",ME,Mechanical Engineering,86.5,0,0,0,0,0,0,Thoothukudi
4937,"A.R College Of Engineering And Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",CE,Civil  Engineering,0,0,0,0,0,0,0,Tirunelveli
4937,"A.R College Of Engineering And Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",CS,Computer Science And Engineering,0,0,0,0,0,0,0,Tirunelveli
4937,"A.R College Of Engineering And Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Tirunelveli
4937,"A.R College Of Engineering And Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Tirunelveli
4937,"A.R College Of Engineering And Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Tirunelveli
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Kanyakumari
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",AG,Agricultural Engineering,0,0,0,0,0,0,0,Kanyakumari
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",CS,Computer Science And Engineering,89.5,0,0,0,0,0,0,Kanyakumari
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanyakumari
4938,"Sivaji College Of Engineering And Technology, Manivilai Post, Kanyakumari -629171.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanyakumari
4941,"Unnamalai Institute Of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",AD,Artificial Intelligence And Data Science,0,0,0,0,0,0,0,Thoothukudi
4941,"Unnamalai Institute Of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",CS,Computer Science And Engineering,118,0,0,0,0,0,0,Thoothukudi
4941,"Unnamalai Institute Of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Thoothukudi
4941,"Unnamalai Institute Of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Thoothukudi
4941,"Unnamalai Institute Of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",SC,Computer Science And Engineering (Cyber Security),0,0,0,0,0,0,0,Thoothukudi
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",AE,Aeronautical Engineering,0,0,0,0,0,0,0,Kanyakumari
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",CE,Civil  Engineering,0,0,0,0,0,0,0,Kanyakumari
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",CS,Computer Science And Engineering,96,0,0,0,0,0,0,Kanyakumari
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanyakumari
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",EE,Electrical And Electronics Engineering,0,0,0,0,0,0,0,Kanyakumari
4943,"Satyam College Of Engineering And Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",ME,Mechanical Engineering,0,0,0,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",AD,Artificial Intelligence And Data Science,149.5,125.5,0,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",CE,Civil  Engineering,98.5,0,0,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",CS,Computer Science And Engineering,157,138.5,134,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",EC,Electronics And Communication Engineering,144,122.5,0,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",EE,Electrical And Electronics Engineering,138,112,0,0,0,0,0,Kanyakumari
4944,"Arunachala College Of Engineering For Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",IT,Information Technology,134,116,0,0,0,0,0,Kanyakumari
4946,"Dmi Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301.",AD,Artificial Intelligence And Data Science,125,0,0,0,0,0,0,Kanyakumari
4946,"Dmi Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301.",CS,Computer Science And Engineering,128.5,0,95,0,0,0,0,Kanyakumari
4946,"Dmi Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301.",EC,Electronics And Communication Engineering,0,0,0,0,0,0,0,Kanyakumari
